date,amount,description,category
2024-03-19,-138.1013813988462,stationery purchase,office
2024-02-07,-660.3139242664223,flight ticket,travel
2023-08-02,-261.8457019726196,electricity payment,utilities
2025-01-03,-744.4059968613628,hotel booking,travel
2024-09-17,-2177.3692478551984,staff wage transfer,salary
2024-02-18,-343.3112671656488,electricity payment,utilities
2024-11-26,3751.86199325389,customer payment received,income
2025-01-19,-2513.9352943502063,monthly office rent,rent
2024-04-08,-2462.0098543175263,building rent,rent
2023-01-27,-813.1623175949627,hotel booking,travel
2025-01-13,-2492.752216124729,building rent,rent
2024-11-14,-552.9615787274603,hotel booking,travel
2025-12-07,-334.58892622326596,internet bill,utilities
2022-08-07,857.3613287833201,customer payment received,income
2023-09-05,-845.1714706147656,promotional expense,marketing
2025-09-12,-638.0657241368964,hotel booking,travel
2024-01-22,-983.9478587315946,promotional expense,marketing
2025-10-09,-936.1522674461496,promotional expense,marketing
2022-01-19,-2420.457362075791,building rent,rent
2022-02-21,-1696.9435556905044,staff wage transfer,salary
2025-03-08,-585.9357787283316,client visit transport,travel
2023-06-08,-163.8820388344825,office supplies,office
2024-01-31,-2298.063304884594,warehouse lease payment,rent
2023-09-18,-2504.511219962105,building rent,rent
2023-08-20,-95.3999754285442,stationery purchase,office
2025-10-04,-168.3826946416968,office supplies,office
2022-05-18,-2002.5591489653757,employee payroll,salary
2025-02-02,-219.64706631204123,water service charge,utilities
2025-07-23,-771.2267372783201,hotel booking,travel
2024-08-18,-1661.5993517735683,consultant salary,salary
2023-08-01,-1939.4886857331794,staff wage transfer,salary
2022-08-22,-265.8826102247322,water service charge,utilities
2024-09-24,-677.351635041975,client visit transport,travel
2023-11-16,-1811.3183220354288,consultant salary,salary
2022-08-07,-289.6775552328393,water service charge,utilities
2023-06-10,-1784.0448000832453,staff wage transfer,salary
2025-11-05,-671.3415574970635,social media ads,marketing
2023-01-23,-2893.907478755705,monthly office rent,rent
2022-09-18,-1886.4650004213868,employee payroll,salary
2024-09-23,-1324.922237248689,staff wage transfer,salary
2022-10-19,-166.54342338960748,printer ink,office
2025-09-05,356.1526288245666,customer payment received,income
2025-06-08,-844.1703192547074,hotel booking,travel
2025-12-07,-2679.4481855341623,warehouse lease payment,rent
2025-08-26,-867.5431171927078,promotional expense,marketing
2022-12-23,-322.5096686440318,water service charge,utilities
2022-11-06,-125.57378843308368,stationery purchase,office
2023-05-16,-358.8450104273223,water service charge,utilities
2023-11-18,-165.7734185397256,stationery purchase,office
2025-07-09,-683.7878639841175,campaign spend,marketing
2024-12-07,13819.349878397326,customer payment received,income
2024-07-30,2170.8833714771376,customer payment received,income
2025-07-07,-1870.842095291745,employee payroll,salary
2024-08-01,-307.62041281596146,electricity payment,utilities
2023-07-08,-2002.1459958098883,consultant salary,salary
2023-08-27,-887.6753407563136,social media ads,marketing
2024-01-26,4166.884296242534,customer payment received,income
2022-05-10,-716.7593300896706,client visit transport,travel
2024-12-19,-882.5756235646978,client visit transport,travel
2024-08-11,-1042.5930740098015,campaign spend,marketing
2024-12-04,297.29936447215306,customer payment received,income
2024-02-20,-2471.902345537665,monthly office rent,rent
2025-02-17,-176.71476995390117,printer ink,office
2025-10-19,-2588.5676133372435,building rent,rent
2024-04-12,-773.9367934453242,hotel booking,travel
2023-10-12,-235.58352987326623,internet bill,utilities
2022-06-02,-669.5360006556807,client visit transport,travel
2025-02-11,-657.7787097906408,campaign spend,marketing
2025-08-13,-150.17384132487783,stationery purchase,office
2024-10-18,-283.51483639796726,electricity payment,utilities
2025-06-18,-143.2339228091011,stationery purchase,office
2025-06-12,-2098.777273322727,staff wage transfer,salary
2025-03-12,-1514.3846126051953,staff wage transfer,salary
2024-01-05,-287.7449969492252,water service charge,utilities
2022-05-26,-801.5133197224336,hotel booking,travel
2022-01-05,-823.7641495662233,campaign spend,marketing
2022-10-26,2825.1031538946995,customer payment received,income
2023-09-22,-1464.4357963555751,consultant salary,salary
2024-12-22,-2021.150159280012,staff wage transfer,salary
2023-10-28,-127.61349905475005,printer ink,office
2022-02-03,-330.98034529218967,internet bill,utilities
2022-11-04,-1703.2447842262102,consultant salary,salary
2025-12-01,-113.46928849561006,printer ink,office
2025-12-14,-283.8129825493152,internet bill,utilities
2023-07-06,218.69684528697803,customer payment received,income
2025-03-22,-178.28213269581036,printer ink,office
2024-11-16,-156.9010428999763,office supplies,office
2025-09-22,-632.3644245990419,hotel booking,travel
2025-07-20,1829.1572343138077,customer payment received,income
2024-07-07,-155.1180216211651,stationery purchase,office
2023-07-31,-1768.1120644482558,consultant salary,salary
2024-07-04,-3652.3863515579874,warehouse lease payment,rent
2023-04-12,-1626.6187028791992,employee payroll,salary
2023-05-24,-653.1775234244624,hotel booking,travel
2024-06-08,-527.5730223473074,client visit transport,travel
2024-04-14,-2383.235076579377,monthly office rent,rent
2024-04-28,-590.3283511246902,hotel booking,travel
2023-07-17,-1702.0998900819184,employee payroll,salary
2023-08-21,-956.0254284468604,hotel booking,travel
2022-01-15,-750.0976947118985,client visit transport,travel
2024-05-29,-737.0751147988697,client visit transport,travel
2024-04-21,-263.94697324732215,electricity payment,utilities
2025-09-28,-242.03702683820168,electricity payment,utilities
2024-01-07,-939.8542554612892,promotional expense,marketing
2023-11-15,-831.7055162877265,promotional expense,marketing
2022-04-09,-697.2837471947889,promotional expense,marketing
2022-10-15,-320.62837235489206,electricity payment,utilities
2023-05-09,-261.81677525751735,water service charge,utilities
2023-07-06,-1735.1806915866382,employee payroll,salary
2023-06-14,-730.7339372642562,flight ticket,travel
2023-07-30,-2363.6655756020273,warehouse lease payment,rent
2025-01-28,-265.92967340965,internet bill,utilities
2022-07-11,-1897.108653240173,consultant salary,salary
2023-05-01,-665.3177322213577,flight ticket,travel
2022-08-26,-107.46467265132483,stationery purchase,office
2023-03-26,-133.29138841720592,stationery purchase,office
2024-09-27,-302.43338292170586,electricity payment,utilities
2022-03-10,-2290.9762910523914,monthly office rent,rent
2023-05-11,-1748.7970652639551,consultant salary,salary
2022-02-04,-2896.703599199078,building rent,rent
2025-10-27,-1053.9249381650716,social media ads,marketing
2024-11-28,459.2716894386212,customer payment received,income
2022-12-22,-490.9463776116929,flight ticket,travel
2022-10-17,4474.92827756249,customer payment received,income
2022-05-25,-2706.5563440001724,monthly office rent,rent
2023-11-22,-112.67481372874548,printer ink,office
2025-01-05,-2070.7392632801184,employee payroll,salary
2024-05-03,-1475.766734065168,building rent,rent
2025-07-11,-2098.6159363215893,staff wage transfer,salary
2023-05-18,-1811.3178551871883,employee payroll,salary
2023-02-11,-611.1568491799114,hotel booking,travel
2023-11-30,-108.61120493649233,printer ink,office
2022-10-23,-1945.7428418134994,staff wage transfer,salary
2025-11-26,-793.7436003167425,social media ads,marketing
2022-09-29,-2887.501560995886,monthly office rent,rent
2023-12-01,-3159.965826983667,warehouse lease payment,rent
2024-02-02,5296.968374562237,customer payment received,income
2022-03-25,-176.5002697732696,stationery purchase,office
2023-11-16,-825.9371917115237,hotel booking,travel
2023-10-27,-1324.3949507733405,promotional expense,marketing
2023-01-15,-2676.9473678955324,building rent,rent
2022-07-06,5975.339401420224,customer payment received,income
2022-03-07,-163.80470758400588,office supplies,office
2022-01-13,-2169.653701300301,monthly office rent,rent
2023-12-05,-2515.8642721272245,warehouse lease payment,rent
2022-05-12,-787.7149303290439,client visit transport,travel
2025-11-02,-780.3350933242288,hotel booking,travel
2022-12-24,-1754.093435151266,consultant salary,salary
2024-08-11,-342.508256993622,electricity payment,utilities
2024-09-10,-766.0942641404197,campaign spend,marketing
2023-12-25,-320.16282303640116,water service charge,utilities
2025-07-14,-293.45281288341107,electricity payment,utilities
2022-06-11,-2825.346601473728,monthly office rent,rent
2022-12-08,-296.82766969404764,water service charge,utilities
2023-01-04,-1027.5660678087133,social media ads,marketing
2022-07-17,-870.3905696779851,client visit transport,travel
2023-03-07,-137.24316015936623,stationery purchase,office
2023-04-02,-2760.4972575170723,warehouse lease payment,rent
2025-01-22,4710.987791268874,customer payment received,income
2023-03-17,-563.0453360706498,hotel booking,travel
2025-07-04,-1299.7264567665852,staff wage transfer,salary
2025-02-02,-782.635208264617,client visit transport,travel
2025-08-10,-152.30247219224984,office supplies,office
2022-06-03,-320.0756523758797,electricity payment,utilities
2025-12-09,-684.0907179664623,hotel booking,travel
2024-06-15,-862.8111975193492,promotional expense,marketing
2025-12-06,-2356.7284095765626,building rent,rent
2023-06-03,278.24684044254724,customer payment received,income
2025-10-24,-2095.7562960883297,employee payroll,salary
2024-05-09,-682.0946203916942,campaign spend,marketing
2022-04-15,-765.4390642618441,client visit transport,travel
2023-08-23,7049.903726770055,customer payment received,income
2022-07-21,-995.7094678411886,social media ads,marketing
2025-10-07,-2146.4499067029883,staff wage transfer,salary
2023-03-21,-720.475459653714,client visit transport,travel
2022-11-21,-163.34083208220898,printer ink,office
2024-03-18,-143.40577530149437,printer ink,office
2023-09-14,-144.03035219824537,stationery purchase,office
2022-05-22,-305.4462787100989,water service charge,utilities
2025-04-07,-662.0948841186988,hotel booking,travel
2025-05-20,-1825.3507931599586,consultant salary,salary
2024-12-21,-125.7197149652053,office supplies,office
2024-06-20,-264.3218796667044,electricity payment,utilities
2023-08-12,-966.1300481595352,campaign spend,marketing
2024-03-03,-287.9238455391665,water service charge,utilities
2024-02-01,-802.0812514752056,campaign spend,marketing
2022-08-30,-1686.0096014118913,staff wage transfer,salary
2022-04-30,-947.0592404039232,promotional expense,marketing
2023-01-06,-2293.1018991085825,monthly office rent,rent
2023-10-26,-2340.082218925647,building rent,rent
2022-08-23,-250.07591148635743,water service charge,utilities
2022-06-05,-339.728948154642,internet bill,utilities
2025-05-29,-679.0825963338752,promotional expense,marketing
2023-07-02,-260.9138128019739,water service charge,utilities
2024-05-03,-2392.2322338836684,building rent,rent
2024-02-05,-1758.2060939785636,staff wage transfer,salary
2024-12-10,548.5960086499726,customer payment received,income
2024-12-16,-705.3388947964745,hotel booking,travel
2023-03-09,-674.0542306928058,hotel booking,travel
2025-05-23,-1495.0397755040617,employee payroll,salary
2023-06-27,-811.0537535929008,hotel booking,travel
2025-05-05,-665.8905758563402,flight ticket,travel
2023-08-15,-921.0685726109568,campaign spend,marketing
2022-06-12,1955.1020661437624,customer payment received,income
2025-01-15,-1202.4950752347227,social media ads,marketing
2022-02-14,-1904.8501538458145,employee payroll,salary
2025-02-02,-1005.4542364581752,social media ads,marketing
2022-03-05,-2162.5653129518937,warehouse lease payment,rent
2022-10-30,-2517.907981933203,warehouse lease payment,rent
2024-05-31,-156.0901594952331,printer ink,office
2025-10-07,-304.7153994141515,internet bill,utilities
2023-08-20,-708.2291679532051,flight ticket,travel
2022-06-26,-673.4928219677987,flight ticket,travel
2022-12-07,-798.3163712482382,promotional expense,marketing
2025-08-02,-2083.67925279295,employee payroll,salary
2024-11-27,-2272.0998679605514,employee payroll,salary
2022-05-27,-2406.1287650535764,warehouse lease payment,rent
2023-07-17,-138.63148089151267,printer ink,office
2023-01-22,-1318.0640068223627,employee payroll,salary
2022-09-17,-763.9293453552625,client visit transport,travel
2025-05-21,621.2504976168455,customer payment received,income
2024-06-21,-2870.117408423527,warehouse lease payment,rent
2022-09-20,-291.93727014296064,water service charge,utilities
2024-08-08,-1428.4475967007352,warehouse lease payment,rent
2023-08-28,-1366.282489329706,employee payroll,salary
2022-03-31,-2047.8725705530167,warehouse lease payment,rent
2023-10-20,-1033.5414291701416,campaign spend,marketing
2022-09-28,-588.7258708640853,client visit transport,travel
2022-12-25,-113.98030971726543,stationery purchase,office
2025-07-08,-290.9997611301785,electricity payment,utilities
2024-11-03,-1303.5744805641707,staff wage transfer,salary
2022-07-15,-735.7531399783431,hotel booking,travel
2025-05-28,-155.33303714339476,printer ink,office
2024-04-19,-624.9243898456748,flight ticket,travel
2025-07-01,-2989.743389795353,warehouse lease payment,rent
2024-12-27,-1819.2902588228535,consultant salary,salary
2023-05-11,-157.83864789890222,office supplies,office
2024-02-21,-571.1344296025698,hotel booking,travel
2024-02-15,-142.95377383502213,stationery purchase,office
2024-11-17,-692.8631530278194,flight ticket,travel
2022-12-29,-2994.6363188756923,building rent,rent
2023-05-02,-149.7320021344058,printer ink,office
2022-12-24,-821.7985753936605,social media ads,marketing
2023-03-09,-1132.9607013945254,promotional expense,marketing
2022-08-24,-133.50629415740144,stationery purchase,office
2022-02-23,-1825.9776403906137,staff wage transfer,salary
2025-10-05,-169.81615321600742,office supplies,office
2022-04-19,-1705.442625578198,consultant salary,salary
2025-07-21,-139.84853730320356,office supplies,office
2022-01-05,5258.896308949884,customer payment received,income
2025-02-09,-697.347402734669,hotel booking,travel
2023-04-25,-826.7386932143556,campaign spend,marketing
2024-01-27,-2134.7513733401925,building rent,rent
2023-02-17,-2673.225695975136,building rent,rent
2023-12-18,-105.51805421745345,stationery purchase,office
2023-10-22,-2726.7376512034175,warehouse lease payment,rent
2024-02-13,-706.9093487125793,flight ticket,travel
2023-07-29,-148.48842503278541,printer ink,office
2024-02-23,-701.830559179646,client visit transport,travel
2025-04-20,-301.7893004142678,electricity payment,utilities
2023-09-27,-406.0869356544292,internet bill,utilities
2023-06-12,-502.5079877641758,client visit transport,travel
2022-07-12,-639.0346249580665,hotel booking,travel
2023-06-10,-844.7006408610725,hotel booking,travel
2022-07-03,-2752.1184498701555,monthly office rent,rent
2022-09-24,-545.6790047266028,client visit transport,travel
2025-10-23,-797.6592017630877,campaign spend,marketing
2022-05-11,-987.8067611108813,campaign spend,marketing
2023-12-06,-2592.0813119502573,building rent,rent
2025-05-03,-726.6809078780444,campaign spend,marketing
2025-10-24,-1077.6145799620485,social media ads,marketing
2022-08-03,-2325.7723947362506,staff wage transfer,salary
2022-08-27,-168.26100115182243,office supplies,office
2023-06-29,-869.5205316794909,hotel booking,travel
2024-03-21,-390.66215164200366,water service charge,utilities
2025-11-03,2144.949796124451,customer payment received,income
2022-10-31,-657.6232526204842,client visit transport,travel
2022-08-29,-680.3158944218845,flight ticket,travel
2023-01-05,-2214.7429389420754,consultant salary,salary
2025-07-01,-175.6310116995213,printer ink,office
2022-02-13,-130.46602245614997,stationery purchase,office
2023-07-10,-2161.6122185742547,warehouse lease payment,rent
2022-06-23,1582.4076443443416,customer payment received,income
2022-08-18,-2490.7938128485043,building rent,rent
2025-09-01,-309.0535393572638,internet bill,utilities
2022-01-03,492.6009855531214,customer payment received,income
2023-04-15,-1863.3627402990105,consultant salary,salary
2025-08-30,-245.47129917617295,electricity payment,utilities
2024-06-07,-1973.8118048218876,employee payroll,salary
2022-04-15,-971.4201971716313,social media ads,marketing
2023-11-11,655.432753293983,customer payment received,income
2025-11-19,-637.4949636645058,client visit transport,travel
2023-08-09,-138.5615551870962,stationery purchase,office
2024-02-12,-791.3892358005635,hotel booking,travel
2024-02-17,-1021.4244323418268,campaign spend,marketing
2024-08-22,-2624.7237477893173,monthly office rent,rent
2022-10-01,-1774.162248049011,employee payroll,salary
2025-05-11,-176.7193479597114,stationery purchase,office
2025-12-15,-180.41540833642446,office supplies,office
2022-07-28,1681.7162668959547,customer payment received,income
2025-04-10,-319.99392534880576,internet bill,utilities
2025-04-08,-1547.0183711909156,staff wage transfer,salary
2024-12-19,-138.2326051144351,printer ink,office
2023-06-26,-1048.3548163547232,campaign spend,marketing
2023-11-16,-1726.559701141539,consultant salary,salary
2025-05-11,-765.9735984657833,client visit transport,travel
2022-08-12,-653.6573372843553,flight ticket,travel
2025-04-25,-315.6947706540586,water service charge,utilities
2025-09-07,-114.16360973955972,printer ink,office
2024-09-23,4614.941073443289,customer payment received,income
2023-05-14,4791.973812003266,customer payment received,income
2024-03-27,-3050.2157475575377,building rent,rent
2022-03-15,-1012.535444214436,promotional expense,marketing
2025-09-23,-789.7576662779422,client visit transport,travel
2023-05-16,-136.170508918159,printer ink,office
2022-03-25,-568.2083662460041,client visit transport,travel
2025-03-06,-2667.1298335199535,warehouse lease payment,rent
2024-08-18,-393.70085596334434,electricity payment,utilities
2024-06-28,-2490.3361773643783,building rent,rent
2022-03-21,-875.3046182722408,social media ads,marketing
2025-01-01,-732.5194662639353,campaign spend,marketing
2024-07-20,-132.3361293393753,office supplies,office
2025-03-05,-323.0847637138535,electricity payment,utilities
2025-04-23,-1825.6080438706956,staff wage transfer,salary
2022-11-06,-2312.325803130581,building rent,rent
2022-11-04,-283.9391017852933,internet bill,utilities
2025-09-11,-246.1432480906744,electricity payment,utilities
2024-02-15,-886.1881049358038,promotional expense,marketing
2023-10-02,-906.9312858765709,social media ads,marketing
2023-02-24,-2394.5475790289106,monthly office rent,rent
2024-07-22,-1891.1186288441863,employee payroll,salary
2025-01-06,-613.0664819180432,hotel booking,travel
2022-01-04,-359.1774574066911,electricity payment,utilities
2024-03-18,-3030.687540055943,warehouse lease payment,rent
2025-12-22,-123.0903559864102,stationery purchase,office
2023-02-15,-856.4072538953624,campaign spend,marketing
2023-02-15,-589.0559658506313,client visit transport,travel
